YEAR,DOMS,COUNT,SN,TN
2000,EPS-Store,12.0,SensorThings,IoT
2000,IOT-App,6.0,SQA,ECGs
2000,EPS-Grid,15.0,Privacy,IoT
2000,IOT-App,10.0,Elliptic curve cryptosystem,IoT
2000,IOT-Network,6.0,IoT,CONCISE
2000,IOT-App,6.0,IoT,XBee
2000,IOT-Percept,6.0,electric vehicleoptimization,DC
2000,EPS-Load,6.0,380 VDC,DC
2000,IOT-Network,6.0,Energy management,SCMA
2000,IOT-App,6.0,Low-Power and Lossy Networks,IoT
2000,IOT-App,6.0,local data production for local data consumption,IoT
2000,IOT-Network,8.0,Hamming code,LCPC
2000,EPS-Source,6.0,VSC,DC
2000,IOT-Network,6.0,SCADA,DC
2000,EPS-Source,11.0,reliability,energy storage
2000,IOT-App,6.0,dynamic programming,CPU
2000,EPS-Load,6.0,DC power,DC
2000,EPS-Store,6.0,Energy management,DC
2000,EPS-Source,10.0,Electric vehicles,OLEVs
2000,EPS-Source,6.0,community sharing,PV
2000,IOT-Network,6.0,Infrared,PMP
2000,IOT-App,6.0,multitarget tracking,UAVs
2000,IOT-App,6.0,EAP-NOOB,IoT
2000,EPS-Source,11.0,effective load carrying capability,PV
2000,IOT-Network,8.0,IoT,smart street
2000,EPS-Source,8.0,island DC microgrid,DC
2000,EPS-Store,6.0,the Internet of Things technology,Internet of Things
2000,IOT-Network,8.0,Adaptive backstepping controller,DC
2000,IOT-Network,6.0,Flooding,D2D
2000,IOT-Network,6.0,Modelling,CPM
2000,IOT-App,6.0,energy market,EVs
2000,IOT-App,6.0,monitoring,DFL
2000,EPS-Load,6.0,Internet of Things,COe
2000,EPS-Store,8.0,Resource oriented architecture,IoT
2000,EPS-Store,13.0,Genetic Algorithm,IoT
2000,IOT-App,6.0,distributed network slicing,network slicing
2000,IOT-App,10.0,Error detection,LCPC
2000,IOT-Compute,8.0,circular business model,IoT
2000,EPS-Grid,7.0,Utility Cost,DC
2000,IOT-App,9.0,C4.5,DT
2000,IOT-Percept,6.0,coupled inductor,DC
2000,IOT-App,7.0,Machine Learning Cloud Computing,IoT
2000,EPS-Store,6.0,Multi-Tenancy,IoT
2000,IOT-Network,8.0,medium-voltage DC,DC
2000,IOT-App,6.0,Coastal area,Internet of Things
2000,IOT-App,10.0,WSN-based IoT,IoT
2000,IOT-Network,7.0,Data Governance,IoT
2000,IOT-App,6.0,multi-layer perception,WMNs
2000,IOT-App,8.0,Vehicular cloud,VCPS
2000,IOT-Network,6.0,Interference,wireless sensor networks
2000,IOT-Network,12.0,grid impacts,PV
2000,EPS-Load,6.0,optimization,BEMS
2000,IOT-App,6.0,intrusion detection,mHealth
2000,EPS-Load,6.0,emissions,EVs
2000,IOT-App,8.0,Belkin WeMo,IoT
2000,IOT-Compute,6.0,distributed power generation,ED
2000,IOT-App,6.0,Gateway node bypassing attack,RUA
2000,IOT-Network,12.0,REID,IoT
2000,EPS-Load,6.0,distributed power generation,MG
2000,EPS-Load,6.0,EWH,MG
2000,EPS-Store,6.0,Fuzzy Logic,wireless sensor networks
2000,EPS-Store,9.0,3G mobile communication,WSN
2000,IOT-App,12.0,Antenna measurements,5G
2000,EPS-Source,7.0,Smart distribution system,DR
2000,IOT-App,8.0,communication security,IoT
2000,IOT-App,6.0,HARQ,IoT
2000,IOT-Network,6.0,data clustering,IoT
2000,EPS-Store,6.0,Ubiquitous self-test solutions,RGB
2000,EPS-Source,6.0,Smart Grid,IEC
2000,EPS-Source,6.0,Smart grid,EHV
2000,EPS-Source,7.0,Smart grid,smart grid communication
2000,IOT-App,6.0,Internet-of-Things,VNs
2000,IOT-App,6.0,IoT malware exploitation attack,IoT
2000,IOT-Compute,6.0,UIPC,dc microgrid
2000,EPS-Source,12.0,harmonic losses,power quality
2000,EPS-Load,8.0,solar,RF
2000,IOT-Network,6.0,Wireless sensor networks,SG
2000,EPS-Source,6.0,Intrusion Detection Systems,DoS
2000,IOT-App,6.0,demand response programs,residential load scheduling
2000,IOT-App,6.0,Machine-to-machine communications,D2D
2000,EPS-Grid,6.0,Smart Grid,energy storage system
2000,EPS-Load,6.0,component,reactive power compensation
2000,IOT-Network,13.0,Hadoop ecosystem,IoT
2000,IOT-Percept,6.0,AHP,DG
2000,IOT-App,6.0,routing attack,mHealth
2000,IOT-Network,7.0,Model checking,IoT
2000,EPS-Source,6.0,peak load shifting,PCM
2000,IOT-App,9.0,multicast,flying ad hoc networks
2000,EPS-Source,6.0,HVAC,power quality
2000,EPS-Load,6.0,economic aspects,MG
2000,IOT-App,8.0,LLDN,LL
2000,IOT-Network,8.0,MEMS,IR
2000,IOT-Network,6.0,smart-cities/buildings,IoT
2000,IOT-App,16.0,Information processing,HAL
2000,IOT-Network,6.0,traffic shaping,wireless communication
2000,IOT-App,12.0,feature selection,IoT
2000,IOT-App,6.0,large scale wireless sensor network,wireless sensor networks
2000,IOT-Network,6.0,Collaborative interactions,SOAP
2000,EPS-Grid,6.0,micro-grid system,DC
2000,IOT-Percept,11.0,NSC,DC
2000,IOT-Network,6.0,Solid State Transformer,SST
2000,IOT-App,6.0,Cooperative communications,SLIPT
2000,IOT-App,9.0,Residual energy,IoT
2000,IOT-App,7.0,Smart parking,Wi-Fi
2000,EPS-Grid,6.0,Semantic Web,STAC
2000,IOT-Compute,6.0,magnetic sensing,HVDC
2000,IOT-Network,8.0,internal rate of return,PV
2000,IOT-Network,6.0,MHRW,UAVs
2000,IOT-Network,6.0,Proofs,WSN
2000,EPS-Store,7.0,Advanced manufacturing,Industry 4.0
2000,EPS-Load,6.0,fault diagnosis,VSC
2000,EPS-Store,8.0,Cloud services,IoT
2000,IOT-Network,6.0,Electric vehicle,dc microgrid
2000,IOT-App,8.0,High-Dimensional Space,high-dimensional
2000,EPS-Source,6.0,smart meters,SE
2000,EPS-Grid,12.0,Smart grid,energy storage
2000,EPS-Store,6.0,operation strategy,HVDC
2000,IOT-App,6.0,IIoT,multi-dimensional
2000,IOT-App,22.0,Industry 4,Industry 4.0
2000,IOT-App,6.0,four-electrode technique,ZiNk
2000,EPS-Store,8.0,portable design,EIoT
2000,EPS-Grid,6.0,Photometer,RFID
2000,EPS-Load,6.0,Self-Similarity,WiFi
2000,EPS-Store,8.0,Context Data,IoT
2000,IOT-Network,6.0,ThingSpeak,Internet of Things
2000,EPS-Grid,6.0,power modeling,electric vehicle
2000,EPS-Load,7.0,CD measurement,PV
2000,EPS-Load,6.0,power distribution faults,secondary frequency
2000,IOT-Network,6.0,HRV,ECG
2000,EPS-Store,12.0,Open source,IoT
2000,IOT-Compute,6.0,Circular economy,Industry 4.0
2000,IOT-Compute,20.0,cyber-physical networks,IoT
2000,EPS-Grid,6.0,AMR,WSN
2000,IOT-Network,6.0,Voltage Swell,reactive power compensation
2000,EPS-Grid,8.0,control system,smart home system
2000,IOT-Percept,8.0,distributed generator,DC
2000,EPS-Source,17.0,DC Micro-grid,DC
2000,IOT-Network,6.0,Mobile intelligences,IoT
2000,EPS-Load,6.0,false detection avoidance,secondary frequency
2000,IOT-Network,14.0,Intrusion detection System,5G
2000,IOT-Network,8.0,coalition formation game,Wi-Fi
2000,IOT-App,9.0,Communication system security,WBAN
2000,EPS-Source,6.0,Thermostatically controlled appliances,energy storage
2000,EPS-Load,10.0,Load shifting,energy storage
2000,IOT-App,6.0,uncertainty,CES
2000,IOT-Network,6.0,capacity planning,pumped storage
2000,IOT-App,7.0,Internet of Things,RPA
2000,EPS-Source,6.0,security,HSS
2000,EPS-Load,6.0,100% Renewable energy systems,Smart Energy System
2000,IOT-Percept,8.0,Demand response,ISO
2000,IOT-Network,6.0,Bayesian Nash Equilibrium,SG
2000,EPS-Store,8.0,Middleware,CoT
2000,IOT-App,6.0,Objective function,OFs
2000,EPS-Store,6.0,Cloud Computing,D2D
2000,IOT-Network,7.0,software-defined networks,5G
2000,IOT-App,7.0,Vulnerability Assessment,IoT
2000,IOT-App,6.0,wireless local area network,TDBU
2000,IOT-App,6.0,evolutionary game,IoT
2000,IOT-App,15.0,Anonymity,IoT
2000,EPS-Source,7.0,load sharing,PV
2000,EPS-Load,6.0,dc-link capacitor voltage,secondary frequency
2000,IOT-Network,9.0,compression header,intrusion detection system
2000,IOT-Network,8.0,Agriculture,LoRa
2000,IOT-App,6.0,smart grid,residential load scheduling
2000,EPS-Store,9.0,fade margin,IoT
2000,IOT-Network,10.0,Fog to Cloud,TIMON
2000,IOT-Percept,6.0,Repetitive Control,DC
2000,IOT-Network,6.0,Java,RFID
2000,IOT-Network,12.0,EPC,RFID
2000,EPS-Store,6.0,Capillary Networks,Capillary Network Platform
2000,EPS-Store,12.0,Information management,M2M
2000,IOT-App,6.0,network virtualization,NoN
2000,IOT-Compute,6.0,AI planning,IoT
2000,IOT-Network,6.0,multi-objective optimization,DC
2000,IOT-App,6.0,task-oriented computing,IoT
2000,IOT-App,6.0,heterogeneous networks,TCP
2000,IOT-Network,6.0,central node,IoT
2000,IOT-Network,8.0,solar photovoltaic,CS
2000,IOT-App,8.0,Cyber physical interaction,IoT
2000,IOT-App,10.0,time-bound IoT authentication,IoT
2000,IOT-Network,6.0,photovoltaic,dc microgrid
2000,EPS-Store,10.0,compressive sensing,IoT
2000,IOT-Compute,8.0,IoT,CR
2000,IOT-Compute,7.0,Antenna gain,IoT
2000,EPS-Load,6.0,Radiofrequency Identification,RFID
2000,IOT-App,8.0,Scheduling Algorithm,EVs
2000,IOT-App,6.0,Cyber Security,IoT
2000,EPS-Load,6.0,cyber-physical-social networking,CIC
2000,EPS-Source,8.0,IoT logistics,IoT
2000,IOT-Network,7.0,Dynamic Modelling,DC
2000,EPS-Source,6.0,Aggregator,electric vehicle
2000,EPS-Source,6.0,PV,smart microgrid
2000,IOT-App,10.0,Environment monitoring,Internet of Things
2000,EPS-Store,10.0,Smart Grid,PV
2000,IOT-App,8.0,niobium diselenide,IoV
2000,EPS-Store,6.0,Neural Network model,NN
2000,IOT-Percept,6.0,SMR,DG
2000,EPS-Load,6.0,power grids,secondary frequency
2000,EPS-Source,16.0,key establishment,M2M
2000,IOT-Network,7.0,Resource allocation problem,IoT
2000,EPS-Store,9.0,IoT Router,IoT
2000,IOT-Network,10.0,Real Time information,TIMON
2000,IOT-App,6.0,"XMLSchema-instance""> p <",IoT
2000,IOT-Network,6.0,5G Service Provider,5G
2000,IOT-App,6.0,improved CES model,CES
2000,EPS-Store,6.0,voltage and frequency regulation,power line
2000,IOT-Compute,7.0,renewable energy,DCs
2000,IOT-App,6.0,Demand management,power quality
2000,IOT-Percept,7.0,electrical network,IoT
2000,EPS-Load,8.0,Microgrids,VIMSEN
2000,IOT-Network,6.0,V2G,dc microgrid
2000,IOT-Network,6.0,dc Grid,PV
2000,EPS-Source,6.0,vehicle-to-community system,PV
2000,IOT-Network,6.0,differential game,dynamic differential game
2000,EPS-Load,6.0,Data Mining,IoT
2000,EPS-Load,8.0,Synchrophasor,OHL
2000,EPS-Load,7.0,Cognitive Wireless Sensor Networks,AP
2000,EPS-Grid,12.0,Contiki,IoT
2000,IOT-Compute,7.0,power supply quality,power quality
2000,EPS-Store,6.0,Virtual machine,IoT
2000,IOT-App,9.0,LoRa,network slicing
2000,IOT-Compute,6.0,active power injection methods,DC
2000,EPS-Store,8.0,Smart cities,DaaS
2000,EPS-Grid,6.0,Security Risk,in Internet of things
2000,IOT-Network,7.0,photovoltaic,EVs
2000,IOT-App,6.0,Open-Stack,IoT
2000,IOT-Percept,16.0,Energy storage scheduling,energy storage
2000,IOT-App,8.0,emerging sensor networks,IoT
2000,IOT-Network,7.0,5G new radio,IoT
2000,IOT-App,6.0,IoT,LIoT
2000,IOT-Compute,9.0,Smart grids,DSR
2000,IOT-Network,6.0,User Mobility,DCs
2000,IOT-App,6.0,line-of-sightconditions,WSN
2000,IOT-App,7.0,heterogeneous IoT,IoT
2000,IOT-App,11.0,Context-aware system,IoT
2000,EPS-Grid,6.0,Test-bed and Trials,IoT
2000,IOT-App,6.0,Mining,Internet of Things
2000,EPS-Source,10.0,Mobility,IoT
2000,IOT-App,6.0,Feature Extraction,IoT
2000,IOT-App,6.0,Wireless Sensor Network,RUA
2000,IOT-Compute,6.0,Smart grid,SSR
2000,IOT-Compute,6.0,coordinated control,WTG
2000,EPS-Store,6.0,demand side energy management,HVAC
2000,IOT-Network,6.0,Synchronization,VSC
2000,EPS-Store,10.0,Wireless sensor networks,Internet of Things
2000,IOT-App,6.0,IoT storage,IoT
2000,EPS-Source,8.0,local distributed generators,DC
2000,EPS-Load,6.0,fast negative sequence power injection oriented islanding detection technique,secondary frequency
2000,EPS-Source,8.0,Smart grid,UMI
2000,IOT-Network,7.0,HADR,IoT
2000,IOT-App,10.0,Passive measurements,IoT
2000,EPS-Store,6.0,Information Flow Processing,network communication
2000,EPS-Store,8.0,Future Internet architecture,IoT
2000,EPS-Load,9.0,Aging,DR
2000,IOT-Percept,8.0,MPC,PEVs
2000,IOT-App,18.0,SNR and SIR thresholds,LoRa
2000,EPS-Load,6.0,heuristic algorithm,MG
2000,EPS-Load,9.0,photovoltaic inverters,power management
2000,IOT-Network,6.0,Food industry,IoT
2000,EPS-Load,6.0,simulation,BEMS
2000,EPS-Store,8.0,performance,IoT
2000,EPS-Store,6.0,software defined radio,ECS
2000,IOT-Compute,6.0,magnetoresistive sensor,HVDC
2000,EPS-Store,9.0,Hardware Security,IoT
2000,IOT-App,21.0,Sensor Mesh Networks,IoT
2000,IOT-App,6.0,Batteryless,transmitter
2000,IOT-App,7.0,EDHOC,IoT
2000,EPS-Grid,12.0,Machine-to-Machine Communication,M2M
2000,IOT-Network,6.0,grid to microgrid,dc microgrid
2000,IOT-Percept,7.0,HVDC power convertors,DC
2000,EPS-Grid,6.0,V2G,energy storage
2000,IOT-Network,7.0,Smart grids,PV
2000,IOT-Network,8.0,Field informatics,IoT
2000,IOT-App,7.0,IoT farming,IoT
2000,IOT-App,10.0,IoT,LDoS
2000,IOT-Network,6.0,peak time rebate,DR
2000,IOT-Compute,6.0,electricity network,MGs
2000,EPS-Store,7.0,Actuators,IoT
2000,EPS-Store,12.0,DC micro-grid,DC
2000,EPS-Load,6.0,Renewables integration,energy storage
2000,IOT-Network,6.0,Firebase cloud technology,loT
2000,EPS-Load,6.0,Smart City,IPv6
2000,IOT-Network,6.0,demand side management,DC
2000,IOT-Compute,12.0,Business models,MGs
2000,IOT-App,12.0,Prototype,IoT
2000,IOT-App,8.0,5G,reinforcement learning
2000,EPS-Grid,6.0,Microgrid,L2
2000,IOT-Network,6.0,key hierarchy,5G
2000,IOT-App,6.0,power management system,IoT
2000,EPS-Grid,6.0,objects monitoring,wireless sensor networks
2000,EPS-Store,10.0,distributed generation,EVs
2000,IOT-Network,7.0,gateway allocation,IoT
2000,IOT-App,12.0,telemedicine,CRIP
2000,IOT-Network,7.0,Smart grid technologies,ESTs
2000,EPS-Source,9.0,Service Discovery,IoT
2000,IOT-Compute,8.0,Dynamic optimization,MPC
2000,IOT-App,7.0,Image processing,Wi-Fi
2000,IOT-Network,8.0,IoT Communication Protocol,IoT
2000,EPS-Load,6.0,power generation dispatch,MG
2000,IOT-App,6.0,2001,IoT
2000,EPS-Store,28.0,Internet of Things,IPv6
2000,EPS-Load,8.0,Photovoltaic systems,PV
2000,IOT-Compute,9.0,Receptivity,DSR
2000,EPS-Load,6.0,embedded,the Internet of things
2000,IOT-Percept,6.0,decarbonization,CO2
2000,IOT-App,6.0,metal waste segregation,IoT
2000,IOT-App,6.0,optimal scheduling,MGA
2000,IOT-Network,7.0,cloud services,Industry 4.0
2000,IOT-App,6.0,optical transport system,Internet of Vehicles
2000,IOT-App,6.0,compressed recurrent neural networks,ultra-low power
2000,IOT-App,6.0,Fall Detection,recurrent neural networks
2000,EPS-Grid,6.0,Wind Power,energy storage system
2000,IOT-App,7.0,smart water meter,Wi-Fi
2000,IOT-App,6.0,greedy embedding,LAGER
2000,EPS-Source,6.0,voltage control,ACMC
2000,EPS-Grid,6.0,Security Property,STAC
2000,EPS-Source,12.0,voltage regulation,PV
2000,EPS-Store,6.0,multiple measurement vector,D2D
2000,IOT-Compute,6.0,transmit reactive power,DC
2000,EPS-Source,6.0,Neighborhood Area Network,NAN
2000,IOT-App,6.0,IoT,ESI
2000,EPS-Load,20.0,modeling,DC
2000,IOT-Network,7.0,Uncertainty,ESTs
2000,EPS-Source,6.0,voltage source converter,HVDC
2000,IOT-App,14.0,data mining and analytics,IoT
2000,IOT-Network,7.0,Droop Control Method,DC
2000,EPS-Store,6.0,Sensor Data Gathering,D2D
2000,IOT-App,6.0,sensor lifetime,IoT
2000,IOT-Network,8.0,economic dispatch,EVs
2000,IOT-App,6.0,Internet of Things,PDU
2000,IOT-Network,6.0,multi-authority,IoT
2000,EPS-Store,7.0,machine to machine communication,IoT
2000,IOT-App,6.0,frame aggregation,wireless sensor networks
2000,EPS-Grid,6.0,sparsity,IoT
2000,EPS-Grid,6.0,Transmission lines,EVs
2000,EPS-Store,10.0,nanoporous AAO layer,AAO
2000,IOT-Network,6.0,Indoor power line,power line
2000,IOT-Percept,8.0,Power Systems,DR
2000,IOT-App,8.0,Mirai botnet,ICMP
2000,IOT-App,6.0,transparent access,RD
2000,EPS-Store,6.0,optimization,FC
2000,IOT-App,6.0,Particle swarm optimization,FZ
2000,IOT-App,15.0,Computer architecture,IoT
2000,IOT-Network,8.0,Smart Cities,DC
2000,IOT-App,6.0,Gateway device,IoT
2000,EPS-Store,8.0,flywheels,energy storage
2000,EPS-Store,8.0,QR code (Quick Response Code),IoT
2000,EPS-Source,6.0,FACTS,energy storage
2000,IOT-Percept,6.0,renewable,SMRs
2000,EPS-Store,6.0,RFID rectifier,WPT
2000,EPS-Load,10.0,Quality of Service,RAW
2000,IOT-Network,6.0,Web Service,IEC
2000,EPS-Grid,6.0,hospital wireless sensor networks,IoT
2000,EPS-Grid,6.0,adaptive compressive sensing,SOs
2000,IOT-Network,6.0,anonymous authentication,IoT
2000,IOT-Network,8.0,renewable power generation,DC
2000,EPS-Source,6.0,Microgrid,FACTS
2000,EPS-Grid,6.0,Mobile Sensors,IoT
2000,IOT-Compute,6.0,secure operation,ED
2000,EPS-Load,6.0,Vanadium redox battery,energy storage
2000,IOT-Compute,6.0,IoT,MS
2000,EPS-Store,8.0,power distribution systems,PEVs
2000,EPS-Source,12.0,wireless sensor network,smart home energy management
2000,IOT-App,10.0,nonorthogonal multiple access,MTC
2000,IOT-App,6.0,operation in multi-user environments,IoT
2000,EPS-Store,8.0,Internet of Things,CTC
2000,IOT-App,7.0,Data aggregation,IoT
2000,IOT-Compute,6.0,optimal allocation,energy storage
2000,IOT-App,8.0,Internet of Things,IOV
2000,IOT-App,8.0,ICMP time exceeded packet,ICMP
2000,EPS-Store,45.0,M2M communication,M2M
2000,IOT-App,6.0,Distributed ledger,Internet of Things
2000,IOT-App,6.0,camera,RF
2000,IOT-App,16.0,Smart grid,smart energy system
2000,EPS-Grid,6.0,supply chain,the Internet of things
2000,IOT-App,15.0,P2P cloud network,P2P
2000,IOT-App,8.0,Unmanned aerial vehicles,DRL
2000,IOT-Network,12.0,WSN Metrics,WSN
2000,IOT-App,6.0,Gateway node bypassing attack,IoT
2000,IOT-Network,12.0,Radio Frequency identification,IoT
2000,IOT-Percept,6.0,frequency response,DC
2000,IOT-Network,6.0,equilibrium,IoT
2000,IOT-Network,9.0,Demand response,DE
2000,IOT-Network,8.0,Old Homes,IoT
2000,EPS-Load,6.0,feedback,secondary frequency
2000,IOT-App,10.0,thin film,IoT
2000,IOT-App,6.0,assortativity,NoN
2000,IOT-Network,9.0,Artificial Neural Networks,ANNs
2000,EPS-Source,6.0,Hybrid power generating system,PV
2000,IOT-App,6.0,LIDAR,loader crane operator
2000,EPS-Store,6.0,Power Conservation,wireless sensor networks
2000,EPS-Grid,8.0,Energy efficiency,IoT
2000,EPS-Store,6.0,Security,D2D
2000,IOT-Network,10.0,Optical Burst Switching,ECG
2000,IOT-App,6.0,passive RFID tag,RFID
2000,EPS-Source,8.0,Bulk energy storage,energy storage
2000,IOT-App,6.0,Veracity,IoT
2000,EPS-Grid,6.0,adaptive compressive sensing,IoT
