YEAR,DOMS,COUNT,SN,TN
2019,EPS-Source,7.0,emission,PV
2019,EPS-Store,6.0,improved service mechanism,CES
2019,IOT-Percept,7.0,cyber security,IoT
2019,EPS-Grid,8.0,MPFC,MG
2019,IOT-Percept,6.0,multifunctional wearable sensors,SiNW
2019,IOT-App,7.0,network management,IoT
2019,IOT-Network,6.0,IEEE 802.15.4,wireless sensor networks
2019,IOT-App,7.0,platform,IoT
2019,IOT-App,7.0,User experience,IoT
2019,IOT-App,7.0,Smart Grids,IoT
2019,IOT-Percept,6.0,silicon nanowires,SiNW
2019,EPS-Store,6.0,power markets,CES
2019,IOT-Network,7.0,flow monitoring,IoT
2019,EPS-Source,6.0,power quality,DC
2019,EPS-Load,6.0,two-stage stochastic chance-constrained programming,ICES
2019,EPS-Load,6.0,communication links,ED
2019,IOT-Percept,8.0,Internet of Things,MR
2019,IOT-Network,8.0,mobile-edge computing,IoT
2019,IOT-App,8.0,TDM(Time Division Multiplex),eMTC
2019,EPS-Source,6.0,harmonic impedance measurement,DC
2019,IOT-App,6.0,Embedded devices,PTZ
2019,IOT-Network,9.0,Internet of Things,MEC
2019,EPS-Load,6.0,Smart Grid,power quality
2019,EPS-Grid,7.0,Microgrid,PF
2019,IOT-Network,7.0,Embedded Systems,IoT
2019,IOT-Compute,7.0,Self-organization,IoT
2019,IOT-App,6.0,runtime security,ML
2019,IOT-Percept,6.0,Deep learning,IoT
2019,IOT-Network,10.0,Mobile cellular communication,IoT
2019,EPS-Source,8.0,Microgrids,MGs
2019,IOT-App,7.0,Traffic Modelling,IoT
2019,IOT-App,6.0,Process modelling,IoT
2019,EPS-Source,8.0,DC-DC power convertors,DC
2019,IOT-Network,6.0,Raspberry Pi,IoT
2019,IOT-Network,7.0,Medium access control,IoT
2019,IOT-App,8.0,Low Power Wide Area,eMTC
2019,IOT-App,6.0,Hash Function,IoT
2019,IOT-App,7.0,Agent-based modeling,IoT
2019,IOT-Network,11.0,Smart home,IoT
2019,IOT-Percept,21.0,wireless sensor networks,IoT
2019,EPS-Store,6.0,residential microgrids,CES
2019,IOT-App,7.0,Non-Intrusive Load Monitoring,IoT
2019,IOT-App,6.0,power consumption,RAP
2019,IOT-Percept,6.0,Smart Imager,3D
2019,IOT-Percept,6.0,Deep learning,SPARCE
2019,IOT-Network,6.0,Data importance,IoT
2019,IOT-Network,9.0,IoT,BS
2019,IOT-Compute,6.0,resource description model,IoT
2019,IOT-Network,7.0,Compressed sensing,IoT
2019,EPS-Source,6.0,high-fidelity battery model,WTG
2019,IOT-Network,12.0,RF fingerprinting,IoT
2019,IOT-App,6.0,IoT device connectivity,IoT
2019,IOT-Network,8.0,congestion control,5G
2019,EPS-Source,7.0,Renewable energy,energy storage
2019,IOT-Network,8.0,Wearable device,CR
2019,IOT-App,6.0,AI,BLE
2019,IOT-Network,7.0,Automation,IoT
2019,IOT-Network,10.0,frequency,IoT
2019,IOT-Network,6.0,low-power communication,IoT
2019,EPS-Store,6.0,distributed power generation,CES
2019,EPS-Store,6.0,service period,CES
2019,EPS-Load,6.0,price-maker strategies,MGA
2019,IOT-App,6.0,smart healthcare,IoT
2019,IOT-Network,6.0,Wireless communication,5G
2019,EPS-Source,6.0,electric impedance measurement,DC
2019,EPS-Source,9.0,Aggregators,DSR
2019,IOT-Network,6.0,piecewise linear,IoT
2019,IOT-App,8.0,shipment delays,HAL
2019,IOT-App,8.0,transport efficiency,HAL
2019,IOT-Compute,8.0,IoT test platform,IoT
2019,IOT-Network,6.0,Distributed computing,IoT
2019,EPS-Source,6.0,electrical quantities,DC
2019,EPS-Source,6.0,forecasting,PV
2019,IOT-Compute,9.0,Fog,IoT
2019,IOT-Percept,6.0,3D technology,3D
2019,IOT-App,6.0,ISRF,IoV
2019,IOT-Compute,7.0,Attribute-Based Approach,IoT
2019,IOT-App,6.0,NB-IoT,RAP
2019,IOT-Network,6.0,semantics,IoT
2019,EPS-Source,8.0,Fuzzy logic control,SMES
2019,IOT-Compute,9.0,Digital forensics,IoT
2019,IOT-App,18.0,Satellite broadcasting,IoT
2019,EPS-Source,13.0,MPPT,PV
2019,EPS-Load,6.0,islanded microgrids,ED
2019,IOT-Network,6.0,bounded-error approximation,IoT
2019,EPS-Source,13.0,distributed power generation,PV
2019,IOT-App,8.0,VoLTE (Voice over Long-Term Evolution),eMTC
2019,EPS-Grid,7.0,Three phase transformer,PF
2019,IOT-App,6.0,Process modeling,IoT
2019,IOT-App,7.0,program analysis,IoT
2019,IOT-Percept,10.0,security,IoT
2019,IOT-Network,7.0,Internet of Things,D2D
2019,EPS-Source,6.0,MPPT,DC
2019,EPS-Store,6.0,power grids,CES
2019,IOT-Network,6.0,Internet of Things,PLC
2019,IOT-Network,6.0,Data communication,IoV
2019,IOT-Percept,10.0,IoT,Industry 4.0
2019,IOT-Compute,8.0,Cloud,IoT
2019,IOT-App,6.0,optical devices,Internet of Vehicles
2019,IOT-App,7.0,network protocols,IoT
2019,IOT-Percept,6.0,deep neural networks,SPARCE
2019,IOT-App,7.0,sharing economy,IoT
2019,IOT-Network,9.0,OFDM,IoT
2019,IOT-Network,6.0,Feedback,IoT
2019,IOT-Network,7.0,UAV-aided edge computing,IoT
2019,IOT-Compute,7.0,Distributed Ledger Technology,IoT
2019,IOT-Network,6.0,Routing,WSN
2019,IOT-Network,6.0,fluid approximation,wireless sensor networks
2019,IOT-App,6.0,Data Privacy,IoT
2019,IOT-Network,6.0,Cooperative RBAC,IoT
2019,IOT-App,6.0,consistent hashing,IoT
2019,IOT-App,8.0,information security,Internet of Things
2019,EPS-Source,10.0,photovoltaic,PV
2019,IOT-Network,7.0,Data Security,IoT
2019,IOT-App,6.0,Personally Identifiable Information,IoT
2019,EPS-Source,9.0,power grids,PV
2019,EPS-Source,6.0,Energy management,energy storage
2019,IOT-Percept,7.0,heterogeneity,wireless sensor networks
2019,IOT-Network,7.0,NFV,5G
2019,EPS-Load,6.0,microgrid,ED
2019,IOT-App,7.0,device management,IoT
2019,EPS-Load,6.0,vulnerability indicator,ICES
2019,IOT-Network,9.0,LP-WAN,LoRa
2019,IOT-Network,9.0,energy harvesting,IoT
2019,EPS-Source,6.0,Sustainable development,PV
2019,IOT-Percept,7.0,internet of things,LPG
2019,IOT-App,6.0,Internet of Things system,IoT
2019,EPS-Source,6.0,Micro-Grid,PV
2019,EPS-Source,6.0,Developing countries,PV
2019,IOT-Network,7.0,Physical Layer,IoT
2019,IOT-App,7.0,aspect-oriented modeling,IoT
2019,IOT-Network,7.0,flow-based programming,IoT
2019,IOT-Compute,8.0,Artificial Intelligence,AI
2019,EPS-Source,6.0,energy storage,power management
2019,IOT-App,6.0,5G,BLE
2019,IOT-Network,7.0,Privacy,IoT
2019,IOT-App,7.0,fuzzy-logic modeling,IoT
2019,IOT-Network,8.0,heterogeneous network,IoT
2019,IOT-Network,10.0,Reconstruction process,CS
2019,EPS-Source,19.0,distributed power generation,DC
2019,EPS-Store,6.0,CES service fee,CES
2019,IOT-Network,6.0,Cooperative trust evaluation,IoT
2019,EPS-Source,6.0,real-time optimization,MG
2019,EPS-Grid,7.0,fault currents,DC
2019,IOT-Network,6.0,IoT,Wi-Fi
2019,EPS-Load,6.0,pricing,MGA
2019,IOT-Network,12.0,org,IoT
2019,IOT-App,6.0,E-health,IoT
2019,IOT-App,9.0,Information and Communication Technology,IoT
2019,EPS-Store,6.0,renewable energy generation,CES
2019,EPS-Source,6.0,injection signal synchronization,DC
2019,EPS-Source,11.0,power generation control,DC
2019,EPS-Grid,6.0,reliability,energy storage
2019,IOT-App,8.0,databases,IoT
2019,IOT-App,6.0,information-centric network,IoV
2019,IOT-App,7.0,conceptual modeling approaches,IoT
2019,IOT-App,7.0,Robotic Process Automation,RPA
2019,EPS-Source,13.0,energy storage,energy storage system
2019,IOT-Network,7.0,application case study,IoT
2019,IOT-App,6.0,Task Level Management,IoT
2019,IOT-App,6.0,Cyber-Triage,BLE
2019,EPS-Load,6.0,power generation dispatch,ED
2019,IOT-Network,6.0,Battery charge measurement,5G
2019,EPS-Store,6.0,intermittence,CES
2019,IOT-Network,7.0,Cryptography,IoT
2019,IOT-Network,7.0,Cybersecurity,5G
2019,IOT-Percept,8.0,smart living,MR
2019,EPS-Source,6.0,Pakistan,PV
2019,IOT-Network,6.0,matrix factorization,IoT
2019,EPS-Store,7.0,vehicle-to-grid,EVs
2019,IOT-Network,6.0,data compression,IoT
2019,EPS-Source,8.0,power supply quality,DC
2019,IOT-Percept,6.0,big data,IoT
2019,EPS-Store,6.0,power management strategy,energy storage
2019,EPS-Source,7.0,photovoltaic,energy storage
2019,EPS-Source,6.0,multiport photovoltaic DC microgrid,DC
2019,IOT-App,6.0,TCPIP,TCP
2019,EPS-Store,6.0,Cascading contingency,BESS
2019,EPS-Store,6.0,CES service decisions,CES
2019,IOT-Percept,9.0,blockchain,IoT
2019,IOT-Network,8.0,energy harvesting,WPT
2019,IOT-Network,6.0,PHY,WSN
2019,EPS-Store,6.0,energy transaction service,CES
2019,EPS-Grid,8.0,microgrid stability,MG
2019,IOT-Network,10.0,Data gathering,CS
2019,EPS-Source,8.0,PV generators,SMES
2019,EPS-Grid,6.0,HVDC transmission line,HVDC
2019,IOT-Percept,9.0,deep learning,IoT
2019,IOT-Network,6.0,4-TSCH,EB
2019,IOT-App,9.0,Hospitality,IoT
2019,IOT-Network,6.0,Android,IoT
2019,EPS-Grid,8.0,Droop control,MGs
2019,IOT-App,9.0,ISM,IoT
2019,IOT-App,13.0,Simulation,IoT
2019,EPS-Source,6.0,smart microgrid,MG
2019,IOT-Network,6.0,IIoT,EB
2019,EPS-Load,6.0,economic operation,ED
2019,IOT-Network,6.0,Instruments,5G
2019,IOT-Network,7.0,Machine Learning Cloud Computing,IoT
2019,IOT-Network,6.0,Quantum walks,5G
2019,IOT-Network,6.0,topology,TGO
2019,IOT-Percept,6.0,spiking computing,3D
2019,IOT-App,8.0,computer security,IoT
2019,EPS-Source,6.0,reactive power,DC
2019,IOT-Percept,8.0,Internet of Things,HAL
2019,IOT-Percept,8.0,research and development (R&D) guide,MR
2019,EPS-Store,7.0,particle swarm optimization,energy storage
2019,IOT-App,6.0,Cybersecurity,BLE
2019,EPS-Grid,8.0,THD,MG
2019,EPS-Source,8.0,Energy management,PV
2019,IOT-Percept,25.0,machine learning,IoT
2019,IOT-Network,10.0,Internet of things,CS
2019,IOT-Network,6.0,Roads,IoV
2019,EPS-Source,9.0,PV,power management
2019,IOT-App,8.0,Power Saving Mode,eMTC
2019,IOT-App,8.0,Semantic Web,IoT
2019,IOT-App,6.0,ML,BLE
2019,EPS-Source,6.0,electric vehicles,DC
2019,IOT-Network,7.0,mMTC,IoT
2019,EPS-Load,6.0,distributed power generation,ED
2019,IOT-App,6.0,Energy Consumption,IoT
2019,EPS-Store,6.0,electric power generation,CES
2019,IOT-App,6.0,5G optical transport networks,Internet of Vehicles
2019,EPS-Grid,8.0,Cyber security,FDI
2019,EPS-Load,6.0,optimal bidding strategy,MGA
2019,IOT-Network,6.0,hot spot problem,IoT
2019,EPS-Source,9.0,Intermediaries,DSR
2019,IOT-Network,6.0,network security,DT
2019,IOT-Compute,6.0,Machine Learning,AI
2019,IOT-Network,9.0,AVISPA,IoT
2019,IOT-App,6.0,Side-Channel Analysis,IoT
2019,IOT-App,9.0,Smart Tourism,IoT
2019,EPS-Source,8.0,energy management system,energy storage
2019,IOT-Percept,7.0,challenges and research opportunities,IoT
2019,IOT-App,8.0,RFID system,HAL
2019,EPS-Grid,7.0,Distributed generation,PF
2019,IOT-App,6.0,random access,RAP
2019,IOT-Percept,7.0,cyber-physical systems,IoT
2019,IOT-Percept,10.0,Cloud computing,IoT
2019,IOT-App,6.0,malware attacks on the Internet of Things,IoT
2019,IOT-Network,6.0,Antenna measurements,5G
2019,EPS-Grid,7.0,power distribution faults,DC
2019,IOT-Network,6.0,energy aware,IoT
2019,EPS-Source,9.0,Demand side response,DSR
2019,IOT-Compute,8.0,OneM2M,IoT
2019,EPS-Store,6.0,pricing,CES
2019,IOT-Network,13.0,Internet of Things,LoRa
2019,EPS-Store,9.0,Battery energy storage systems,BESS
2019,EPS-Source,8.0,microgrids,MG
2019,IOT-App,7.0,service-oriented modeling,IoT
2019,IOT-Network,8.0,motion artifacts,CR
2019,IOT-App,8.0,extended Discontinuous Reception,eMTC
2019,IOT-Network,11.0,CoAP,IoT
2019,IOT-App,6.0,IoT security framework,IoT
2019,IOT-App,6.0,IoT malware exploitation attack,IoT
2019,IOT-App,8.0,Learning environment,IoT
2019,IOT-App,10.0,DDS,IoT
2019,IOT-App,6.0,medical devices,IoT
2019,IOT-Network,8.0,medical Internet of Things,CR
2019,EPS-Source,6.0,Deep learning,PV
2019,EPS-Source,6.0,multi-agent system,MG
2019,EPS-Source,8.0,demand response,energy storage
2019,IOT-Network,7.0,IoT test bed,IoT
2019,IOT-App,8.0,security model,Internet of Things
2019,EPS-Grid,6.0,Voltage,HVDC
2019,IOT-App,6.0,context weight,IoV
2019,IOT-App,6.0,Highway,PTZ
2019,IOT-App,6.0,intelligent transportation systems,IoV
2019,IOT-Percept,9.0,energy efficiency,IoT
2019,IOT-Network,10.0,Chicken swarm optimization algorithm,CS
2019,IOT-App,7.0,Artificial intelfigence,RPA
2019,EPS-Load,6.0,fully distributed manner,ED
2019,IOT-Network,6.0,Heterogeneity,WSN
2019,IOT-Network,7.0,network intrusion detection,IoT
2019,IOT-App,8.0,SSS(Secondary Synchronization Signal),eMTC
2019,IOT-Network,7.0,Task offloading,IoT
2019,IOT-App,6.0,Testing,IoT
2019,IOT-Percept,8.0,Information processing,HAL
2019,IOT-Percept,8.0,Traffic,HAL
2019,IOT-Network,6.0,SWIPT,RF
2019,EPS-Load,6.0,islanded MG,ED
2019,EPS-Load,6.0,power generation control,ED
2019,IOT-Network,6.0,Batteries,5G
2019,IOT-Percept,6.0,Neural-network,3D
2019,EPS-Source,6.0,power generation control,power management
2019,IOT-App,6.0,next-generation network,IoV
2019,IOT-Network,6.0,large scale wireless sensor network,wireless sensor networks
2019,EPS-Grid,8.0,power distribution systems,FDI
2019,IOT-Network,8.0,reflectance photo-plethysmography,CR
2019,IOT-Compute,6.0,adaptive access method,IoT
2019,EPS-Grid,7.0,smart grid,LoRa
2019,IOT-Compute,8.0,ETSI,IoT
2019,IOT-Compute,7.0,Big Data,IoT
2019,EPS-Load,6.0,distributed noise-resilient economic dispatch strategy,ED
2019,EPS-Source,7.0,energy storage system,MG
2019,EPS-Store,6.0,energy storage utilisation,CES
2019,EPS-Load,6.0,Power quality disturbances,power quality
2019,IOT-Compute,7.0,Device capability profiling,IoT
2019,IOT-App,8.0,Computing offloading,IoT
2019,EPS-Store,10.0,Microgrid,BESS
2019,IOT-Compute,8.0,cloud platform,IoT
2019,IOT-App,7.0,AES,IoT
2019,IOT-App,6.0,security guidelines,IoT
2019,EPS-Load,6.0,optimisation,MGA
2019,IOT-Network,8.0,Authentication,5G
2019,EPS-Source,6.0,harmonic injection,DC
2019,IOT-Network,11.0,5G network,5G
2019,EPS-Grid,6.0,magnetic sensing,HVDC
2019,EPS-Load,6.0,MGs,MGA
2019,EPS-Source,9.0,Institutional innovation,DSR
2019,IOT-Network,6.0,Clustering,WSN
2019,IOT-App,6.0,Artificial Intelligence,BLE
2019,IOT-Compute,6.0,Data mining,Industry 4.0
2019,IOT-App,6.0,Classification,IoT
2019,IOT-Network,6.0,Log file,IoT
2019,IOT-Compute,9.0,Software defined radio,IoT
2019,EPS-Store,6.0,DES,CES
2019,EPS-Source,6.0,islanding operation state,DC
2019,EPS-Source,6.0,economic dispatch,MG
2019,EPS-Source,7.0,neighborhood based differential evolution technique,PV
2019,EPS-Source,13.0,photovoltaic power systems,PV
2019,IOT-Percept,7.0,sensors,IoT
2019,IOT-App,17.0,L1-norm PCA,IoT
2019,EPS-Source,8.0,renewable energy sources,PV
2019,EPS-Source,10.0,photovoltaics,PV
2019,IOT-App,6.0,interest semantic reasoning based fog firewall,IoV
2019,IOT-Percept,6.0,IOT,IoT
2019,IOT-App,6.0,Threats to the IoT,IoT
2019,IOT-Network,6.0,security,Internet of Things
2019,EPS-Source,15.0,power grids,DC
2019,IOT-Compute,9.0,privacy-preserving,IoT
2019,EPS-Load,6.0,integrated demand response,ICES
2019,EPS-Source,6.0,Electricity tariffs,MGs
2019,IOT-Network,14.0,Reinforcement learning,IoT
2019,EPS-Source,7.0,high penetration,DC
2019,IOT-Network,6.0,resolution reduction,IoT
2019,EPS-Load,6.0,distributed power generation,MGA
2019,EPS-Source,6.0,power generation reliability,DC
2019,IOT-Percept,6.0,IoT security,IoT
2019,IOT-Network,6.0,Real-time wireless networks,D-2-PaS
2019,IOT-App,7.0,Security requirements,IoT
2019,IOT-Compute,10.0,data integrity,IoT
2019,IOT-App,6.0,Smart global village,PTZ
2019,IOT-App,6.0,Auto-calibration,PTZ
2019,IOT-Network,45.0,5G,IoT
2019,IOT-App,6.0,Privacy Permission,IoT
2019,IOT-App,7.0,Communication robot,RPA
2019,EPS-Source,7.0,distributed power generation,MGs
2019,EPS-Store,6.0,energy trading decisions,CES
2019,IOT-Network,6.0,Power measurement,5G
2019,IOT-Network,7.0,VANETs,IoV
2019,IOT-Network,10.0,ZigBee,IoT
2019,EPS-Grid,12.0,smart grid,FDI
2019,IOT-Network,8.0,cardiac management,CR
2019,EPS-Store,6.0,secondary cells,CES
2019,IOT-App,6.0,Device pairing,IoT
2019,EPS-Source,25.0,DC microgrid,DC
2019,IOT-App,8.0,Microservices,IoT
2019,IOT-App,7.0,Demand Response,IoT
2019,EPS-Grid,6.0,resilience,energy storage
2019,EPS-Store,6.0,uncertainty,CES
2019,IOT-Network,13.0,wireless power transfer,IoT
2019,IOT-App,7.0,Internet of Things,RPA
2019,IOT-Compute,8.0,mobile ad hoc networks,IoT
2019,EPS-Source,7.0,photovoltaic systems,PV
2019,EPS-Source,7.0,Wind power,MG
2019,IOT-App,7.0,contract-based modeling,IoT
2019,IOT-Network,10.0,Plain-CS,CS
2019,IOT-App,6.0,attack methodology,IoT
2019,IOT-Network,6.0,channel detection and allocation,IoV
2019,IOT-Network,7.0,MANET,IoV
2019,IOT-App,17.0,Network forensics,IoT
2019,EPS-Load,6.0,robust optimisation,MGA
2019,IOT-Network,6.0,quality of service,TGO
2019,IOT-App,6.0,Cyber Medicine,BLE
2019,IOT-App,6.0,smart transportation,IoT
2019,IOT-Network,10.0,GSM,IoT
2019,EPS-Source,6.0,stability,DC
2019,EPS-Load,6.0,price-taker MGA,MGA
2019,IOT-App,6.0,information-centric Internet of vehicles,IoV
2019,IOT-Network,6.0,Quantum hash function,5G
2019,EPS-Grid,8.0,total harmonic distortion,MG
2019,IOT-App,6.0,transport protocols,TCP
2019,IOT-Network,8.0,Smart Home,IoT
2019,EPS-Store,6.0,smart grid,electric vehicle
2019,IOT-App,7.0,network-based modeling,IoT
2019,EPS-Grid,8.0,multiphase and unbalanced systems,FDI
2019,EPS-Store,6.0,high investment cost,CES
2019,IOT-Network,7.0,WPT,RF
2019,IOT-Network,6.0,edge computing,Internet of Things
2019,IOT-Compute,6.0,Verifiable Data Outsourcing,IoT
2019,EPS-Source,6.0,disturbance intensity,DC
2019,EPS-Grid,8.0,state estimation,FDI
2019,IOT-Network,9.0,Data privacy,IoT
2019,EPS-Store,6.0,energy management systems,CES
2019,IOT-Compute,8.0,Anonymity,IoT
2019,IOT-Percept,19.0,IoT platform,IoT
2019,IOT-Network,9.0,power splitting,IoT
2019,EPS-Store,6.0,HESS,energy storage system
2019,EPS-Grid,6.0,NMGs,energy storage
2019,IOT-App,6.0,Vanishing point,PTZ
2019,IOT-App,7.0,linked data,IoT
2019,IOT-Compute,6.0,Apriori algorithm,Industry 4.0
2019,EPS-Load,6.0,robust bidding strategies,MGA
2019,IOT-Network,8.0,5G,mmWave
2019,IOT-Network,6.0,Collaboration IoT-based RBAC,IoT
2019,IOT-Compute,6.0,Big data,Industry 4.0
2019,EPS-Grid,8.0,modulated power filter compensator,MG
2019,IOT-Percept,14.0,Internet-of-Things,IoT
2019,IOT-Network,8.0,Named Data Networking,IoT
2019,IOT-App,7.0,Socio-technical ecosystem,IoT
2019,IOT-App,6.0,heterogeneous networks,TCP
2019,IOT-App,8.0,UX design,IoT
2019,IOT-Network,6.0,Authorization,IoT
2019,IOT-Network,23.0,NB-IoT,IoT
2019,EPS-Grid,7.0,Distribution power flow,PF
2019,IOT-Network,7.0,Delay,IoT
2019,IOT-Network,6.0,Packet,WSN
2019,IOT-Compute,7.0,Attributes,IoT
2019,IOT-Percept,7.0,wildfire management,IoT
2019,IOT-Network,6.0,WSN-assisted IoT,IoT
2019,EPS-Source,7.0,distributed generation,MG
2019,EPS-Source,6.0,multiPV DC microgrid,DC
2019,IOT-App,6.0,SMART First Responders,BLE
2019,IOT-Percept,7.0,named data networks,IoT
