YEAR,DOMS,COUNT,SN,TN
2016,IOT-Network,7.0,Throughput,IoT
2016,EPS-Store,16.0,Smart Grid,EVs
2016,EPS-Store,9.0,battery,energy storage
2016,EPS-Source,7.0,Microgrid,energy storage
2016,IOT-App,6.0,Access Control,M2M
2016,EPS-Store,6.0,control strategy,EVs
2016,EPS-Source,6.0,grid integration,PV
2016,IOT-Network,7.0,Automatic test equipment,5G
2016,IOT-App,7.0,model based testing,IoT
2016,IOT-Network,8.0,Wireless sensor networks,IoT
2016,IOT-App,9.0,preliminary results,IoT
2016,IOT-Network,7.0,smart water meter,Wi-Fi
2016,IOT-Network,6.0,Receiver Diversity,IoT
2016,IOT-Network,6.0,energy efficiency,TCs
2016,EPS-Source,7.0,Financing mechanism,PV
2016,IOT-App,6.0,Semantic Web Technologies,IoT
2016,IOT-Network,6.0,IEEE 802.15.4,BSL
2016,EPS-Source,11.0,microgrid,EVs
2016,EPS-Source,6.0,distribution system,PV
2016,IOT-Network,6.0,Detection,IoT
2016,IOT-App,6.0,Semantic Web of Things,IoT
2016,IOT-App,6.0,Cryptography,M2M
2016,EPS-Grid,8.0,Dual-Active Bridge,DC
2016,IOT-App,8.0,interoperability,IoT
2016,EPS-Source,10.0,DC Microgrid,DC
2016,EPS-Source,6.0,doubly fed induction generator,induction generator
2016,EPS-Grid,8.0,Lighting Smart Grid,DC
